Current_Ver,Ver_Mon,Ver_Year,And_1st_Ver,And_Last_Ver
8.2,7.0,2018.0,4.0,11.0
4.20,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
3.0,7.0,2018.0,4.0,11.0
1.,7.0,2018.0,4.0,11.0
8.2,7.0,2018.0,4.0,11.0
2.2.9,7.0,2018.0,4.0,11.0
8.2,7.0,2018.0,4.0,11.0
1.,7.0,2018.0,4.0,11.0
8.2,7.0,2018.0,4.0,11.0
2.5,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.3,8.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
3.52,7.0,2018.0,4.0,11.0
3.52,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
5.5.8,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,3.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
4.0,7.0,2018.0,4.0,11.0
8.2,7.0,2018.0,4.0,11.0
1.3,7.0,2018.0,4.0,11.0
8.2,8.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
8.2,8.0,2018.0,4.0,11.0
1.2,8.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0.7,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.1,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,3.0,11.0
8.2,8.0,2018.0,4.0,11.0
2.0,7.0,2018.0,4.0,11.0
1.0.3,7.0,2018.0,4.0,11.0
3.5.4.2.3,7.0,2018.0,4.0,11.0
1.1.1,7.0,2018.0,4.0,11.0
1.6,7.0,2018.0,4.0,11.0
1.2.9,7.0,2018.0,4.0,11.0
2,7.0,2018.0,4.0,11.0
1.5-beta,8.0,2018.0,5.0,11.0
1.0,7.0,2018.0,4.0,11.0
4.5.0,7.0,2018.0,4.0,11.0
6.1,7.0,2018.0,4.0,11.0
3.0,7.0,2018.0,4.0,11.0
3.7,7.0,2018.0,4.0,11.0
8.7.2,8.0,2018.0,4.0,11.0
6.3.7,7.0,2018.0,5.0,11.0
2.5.2,8.0,2018.0,4.0,11.0
1.0.1,7.0,2018.0,4.0,11.0
4.20,7.0,2018.0,4.0,11.0
1.9.7,7.0,2018.0,4.0,11.0
1.0.4,6.0,2018.0,4.0,11.0
1.0.2,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.5,7.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
3.8.75a,7.0,2018.0,4.0,11.0
3.5.0.1,7.0,2018.0,4.0,11.0
4.813,7.0,2018.0,4.0,11.0
1.4.0,7.0,2018.0,4.0,11.0
5.2.9,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
12.0.4,7.0,2018.0,4.0,11.0
8.2,7.0,2018.0,4.0,11.0
1.0,11.0,2017.0,4.0,11.0
2.4,7.0,2018.0,4.0,11.0
1.,7.0,2018.0,4.0,11.0
1.2,7.0,2018.0,4.0,11.0
8.2,7.0,2018.0,4.0,11.0
8.2,5.0,2018.0,4.0,11.0
8.2,7.0,2018.0,4.0,11.0
8.2,4.0,2018.0,4.0,11.0
8.2,6.0,2018.0,4.0,11.0
1.0.5,12.0,2017.0,4.0,11.0
1.0.82,8.0,2018.0,4.0,11.0
8.2,7.0,2018.0,4.0,11.0
1.0.5,8.0,2018.0,4.0,11.0
4.1,7.0,2018.0,4.0,11.0
5.0.8,8.0,2018.0,4.0,11.0
5.0.1,1.0,2017.0,4.0,11.0
1.230,7.0,2018.0,4.0,11.0
3.7,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.2.5,7.0,2018.0,4.0,11.0
3.1,12.0,2017.0,4.0,11.0
5.0.0,7.0,2018.0,4.0,11.0
1.94.9,5.0,2018.0,4.0,11.0
1.5,7.0,2018.0,4.0,11.0
1.2.8,2.0,2018.0,4.0,11.0
1.3.8,12.0,2017.0,4.0,11.0
2.1.8,6.0,2018.0,4.0,11.0
2.3.7,5.0,2018.0,4.0,11.0
2.9.0,7.0,2018.0,4.0,11.0
3.3,7.0,2018.0,4.0,11.0
1.0.0,4.0,2018.0,4.0,11.0
2.16.11.10,7.0,2018.0,4.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.1.6,2.0,2018.0,4.0,11.0
1.2.0,2.0,2018.0,4.0,11.0
20.7.2,7.0,2018.0,4.0,11.0
2.24,7.0,2018.0,4.0,11.0
1.0.9,1.0,2017.0,2.0,11.0
2.6.2,5.0,2018.0,4.0,11.0
1.4.2,5.0,2018.0,5.0,11.0
1.2,7.0,2018.0,1.0,11.0
3.1,10.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.51.0,10.0,2017.0,4.0,11.0
1.17,10.0,2016.0,2.0,11.0
2.2.4,3.0,2018.0,4.0,11.0
3.7.0,7.0,2018.0,4.0,11.0
3.0,10.0,2017.0,2.0,11.0
10,11.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
1.1,9.0,2017.0,2.0,11.0
3.1,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
6.0,4.0,2018.0,4.0,11.0
2.8.1,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
5.0.0,7.0,2018.0,4.0,11.0
3.2.5,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
5.0.4,8.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.15.1,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,5.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.14.15,8.0,2018.0,5.0,11.0
1.10.0,1.0,2017.0,4.0,11.0
4.9.10,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,8.0,2017.0,11.0,11.0
1.3.0,7.0,2016.0,4.0,11.0
1.1,8.0,2014.0,2.0,11.0
2.0,8.0,2015.0,2.0,11.0
3.0,6.0,2015.0,2.0,11.0
4.7.0,7.0,2018.0,5.0,11.0
5.0.4,8.0,2018.0,5.0,11.0
4.5.2,12.0,2017.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
5.7.2,12.0,2017.0,4.0,11.0
3.5.2,12.0,2017.0,4.0,11.0
5.5.2,12.0,2017.0,4.0,11.0
4.2.8,8.0,2018.0,4.0,11.0
3.4.2,12.0,2017.0,4.0,11.0
7.2.3633,5.0,2018.0,4.0,11.0
1.8.1,6.0,2018.0,4.0,11.0
7.2.3634,5.0,2018.0,4.0,11.0
1.1,7.0,2014.0,2.0,11.0
1.2.0,4.0,2015.0,2.0,11.0
2.9,12.0,2013.0,2.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
4.1.3,7.0,2015.0,2.0,11.0
2.48,11.0,2016.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.2,7.0,2014.0,2.0,11.0
3.2.0,6.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.4,2.0,2017.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,11.0,2017.0,11.0,11.0
5.0.0,7.0,2018.0,4.0,11.0
3.2.5,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
5.0.4,8.0,2018.0,5.0,11.0
4.7.0,7.0,2018.0,5.0,11.0
2.15.1,7.0,2018.0,4.0,11.0
5.2.1,6.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
4.9.10,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
0.29.74,7.0,2018.0,4.0,11.0
20.7.2,7.0,2018.0,4.0,11.0
1.0.0,9.0,2017.0,11.0,11.0
2.8,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
10.9.1,6.0,2018.0,4.0,11.0
5.2.1,6.0,2018.0,5.0,11.0
20.7.2,7.0,2018.0,4.0,11.0
4.2.3,7.0,2018.0,4.0,11.0
2.09,11.0,2017.0,4.0,11.0
2.3.9,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.94.9,5.0,2018.0,4.0,11.0
13.9.0.161,8.0,2018.0,5.0,11.0
1.0.0,6.0,2016.0,11.0,11.0
3.6.0.115_FN,5.0,2016.0,2.0,11.0
6.1.3,6.0,2017.0,4.0,11.0
8.5.2,9.0,2016.0,4.0,11.0
1.12.1,12.0,2016.0,2.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
4.8.2,8.0,2018.0,4.0,11.0
2.3.1,12.0,2016.0,2.0,11.0
15.9.4,1.0,2015.0,4.0,11.0
1.0.0,10.0,2017.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
9.12.5,7.0,2018.0,4.0,11.0
4.4.1,7.0,2016.0,3.0,11.0
5.0,10.0,2017.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
4.21.1,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.1.3,10.0,2017.0,3.0,11.0
10.9.1,6.0,2018.0,4.0,11.0
2.6.6,7.0,2018.0,4.0,11.0
4.2.3,7.0,2018.0,4.0,11.0
5.2.1,6.0,2018.0,5.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
20.7.2,7.0,2018.0,4.0,11.0
1.16,7.0,2018.0,3.0,11.0
13.9.0.161,8.0,2018.0,5.0,11.0
1.0.0,6.0,2016.0,11.0,11.0
5.7.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.8.1,6.0,2018.0,4.0,11.0
2.4.4,3.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
4.21.1,8.0,2018.0,4.0,11.0
2.6.6,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
13.9.0.161,8.0,2018.0,5.0,11.0
5.2.1,6.0,2018.0,5.0,11.0
2.2.4,7.0,2018.0,4.0,11.0
1.0.2,12.0,2017.0,4.0,11.0
5.7.1,7.0,2018.0,4.0,11.0
1.0,7.0,2017.0,4.0,11.0
1.3,7.0,2017.0,4.0,11.0
1.5-play,7.0,2018.0,4.0,11.0
1.1.1-play,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.02,1.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.13.5,7.0,2018.0,4.0,11.0
3.43.3,8.0,2018.0,4.0,11.0
2.05.0010,4.0,2016.0,5.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,6.0,2018.0,6.0,11.0
v1.8b22p13,7.0,2015.0,4.0,11.0
3.7.3,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.03,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
4.6.2,7.0,2018.0,2.0,11.0
5.2,8.0,2018.0,4.0,11.0
4.0.5,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.8.2,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
7.3,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.6.6.11,7.0,2018.0,4.0,11.0
2.2,6.0,2018.0,4.0,11.0
1.2.0,7.0,2018.0,4.0,11.0
1.1.3.2,7.0,2018.0,4.0,11.0
9.1.4,6.0,2018.0,4.0,11.0
1.0.9,8.0,2018.0,4.0,11.0
1.0.0,9.0,2016.0,11.0,11.0
3.0.231.18141,8.0,2018.0,4.0,11.0
1.7,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.3.34 Prod,8.0,2018.0,4.0,11.0
2.08.78.2,6.0,2018.0,4.0,11.0
18.07.0,7.0,2018.0,4.0,11.0
3.5.2.2,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.2.0,2.0,2018.0,4.0,11.0
2.19.0,7.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
9.1.4,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.9.43,2.0,2018.0,6.0,11.0
2.1.1,6.0,2018.0,4.0,11.0
6.18.3,7.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.9.4,7.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
01.01.66,8.0,2018.0,4.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
2.9.4,7.0,2018.0,4.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
4.8.6,7.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
2.0.0,6.0,2018.0,4.0,11.0
3.1.4,7.0,2018.0,4.0,11.0
2.0.8,1.0,2018.0,4.0,11.0
11.45.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
3.1.4,7.0,2018.0,4.0,11.0
2.17,7.0,2018.0,4.0,11.0
11.45.0,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
8.0626,6.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.1.4,7.0,2018.0,4.0,11.0
43,7.0,2018.0,4.0,11.0
11.45.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.13.5,7.0,2018.0,4.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
4.8.6,7.0,2018.0,4.0,11.0
2.0.8,1.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
2.17,7.0,2018.0,4.0,11.0
1.16,7.0,2018.0,4.0,11.0
4.18.1,7.0,2018.0,4.0,11.0
3.1.4,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.17.2,1.0,2018.0,4.0,11.0
3.1.4,7.0,2018.0,4.0,11.0
11.45.0,7.0,2018.0,4.0,11.0
3.3.1.41,5.0,2018.0,4.0,11.0
11.45.0,7.0,2018.0,4.0,11.0
3.1.4,7.0,2018.0,4.0,11.0
11.45.0,7.0,2018.0,4.0,11.0
4.0.2,8.0,2018.0,5.0,11.0
16.0.0.437,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
6.6.1,6.0,2018.0,4.0,11.0
3.3.1.42,5.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.13.5,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,4.0,2018.0,11.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
2.0.8,1.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
9.1.4,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.1.4,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.17,7.0,2018.0,4.0,11.0
7.5.0,7.0,2018.0,5.0,11.0
8.0626,6.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
4.003.1,3.0,2018.0,4.0,11.0
3.1.4,7.0,2018.0,4.0,11.0
11.45.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
11.45.0,7.0,2018.0,4.0,11.0
3.1.4,7.0,2018.0,4.0,11.0
11.45.0,7.0,2018.0,4.0,11.0
11.45.0,7.0,2018.0,4.0,11.0
6.6.1,6.0,2018.0,4.0,11.0
3.3.1.42,5.0,2018.0,4.0,11.0
1.0.20,1.0,2018.0,4.0,11.0
1.2.3,12.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.6.1,8.0,2018.0,6.0,11.0
1.0.64,5.0,2018.0,4.0,11.0
2.0.8,1.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.3.2,7.0,2018.0,5.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,7.0,2017.0,11.0,11.0
8.1,5.0,2018.0,4.0,11.0
4.0,9.0,2015.0,2.0,11.0
7.2.3,9.0,2015.0,2.0,11.0
4.2.0.8447,8.0,2018.0,5.0,11.0
4.426,8.0,2018.0,4.0,11.0
4.1.7,5.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
8.4,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.57,6.0,2018.0,4.0,11.0
1.5.0,12.0,2017.0,4.0,11.0
4.2.1,8.0,2018.0,11.0,11.0
4.3.6,7.0,2018.0,4.0,11.0
3.8,5.0,2018.0,4.0,11.0
2018.07.31229,8.0,2018.0,5.0,11.0
1.40,7.0,2018.0,4.0,11.0
1.0,11.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
4.0.19,7.0,2018.0,4.0,11.0
1.3,12.0,2017.0,4.0,11.0
2.0,12.0,2017.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
11.1.1,7.0,2018.0,5.0,11.0
1.1,7.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.75,6.0,2018.0,2.0,11.0
2.0.1,7.0,2018.0,4.0,11.0
1.107,7.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
16.11.8,11.0,2016.0,2.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.1.3,10.0,2017.0,4.0,11.0
1.14,7.0,2018.0,2.0,11.0
1.3.2,5.0,2018.0,4.0,11.0
1.1.9,7.0,2018.0,4.0,11.0
1.0,6.0,2018.0,3.0,11.0
1.4,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
42.0,6.0,2018.0,4.0,11.0
2.2.2,4.0,2017.0,4.0,11.0
1.0.5,7.0,2018.0,4.0,11.0
18.4,7.0,2018.0,4.0,11.0
1.0.11,12.0,2017.0,4.0,11.0
3.05.30.16,5.0,2018.0,4.0,11.0
Cannonau 3.11.11,8.0,2018.0,5.0,11.0
1.0.5,8.0,2018.0,4.0,11.0
8.0bld14,5.0,2018.0,4.0,11.0
1.0.11,6.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
2.1,7.0,2017.0,4.0,11.0
4.6.0,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
20.1.0,7.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
8.18,6.0,2018.0,4.0,11.0
10.78,7.0,2018.0,4.0,11.0
4.1.1-0-prod,7.0,2018.0,4.0,11.0
3.9.0,7.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
5.16.0,7.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
6.5.7,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.115.27,7.0,2018.0,4.0,11.0
2.31.1,8.0,2018.0,5.0,11.0
3.0.5,7.0,2018.0,4.0,11.0
2.6.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.17.2,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,4.0,11.0
3.3,5.0,2018.0,4.0,11.0
5.10.1.40699,6.0,2018.0,4.0,11.0
6.8.0.109,7.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
5.0.1,6.0,2018.0,4.0,11.0
6.28.0,7.0,2018.0,4.0,11.0
5.38.1,8.0,2018.0,5.0,11.0
2.7.4,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
2.9.12,7.0,2018.0,4.0,11.0
3.22.0,8.0,2018.0,4.0,11.0
3.22.1,7.0,2018.0,4.0,11.0
2.70.206190089,7.0,2018.0,11.0,11.0
3.1.6.12,7.0,2018.0,4.0,11.0
3.2.1,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
6.39.1.4,8.0,2018.0,4.0,11.0
2.2.12,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.5.0.26,4.0,2018.0,5.0,11.0
6.0.16,8.0,2018.0,5.0,11.0
2.29.01,7.0,2018.0,4.0,11.0
1.13.2.11,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.70.206190089,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.0.4,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.5.0.26,4.0,2018.0,5.0,11.0
2.12.100,8.0,2018.0,4.0,11.0
1.8.9,7.0,2018.0,4.0,11.0
2.53.2,8.0,2018.0,5.0,11.0
5.1.1,7.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.14.1,6.0,2018.0,4.0,11.0
3.3.9,5.0,2018.0,4.0,11.0
2.5.7,7.0,2018.0,4.0,11.0
2.1.4,7.0,2018.0,4.0,11.0
1.17.1,7.0,2018.0,4.0,11.0
1.4.11,6.0,2018.0,4.0,11.0
1.18.0,7.0,2018.0,4.0,11.0
3.5.0,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.3.0,7.0,2018.0,5.0,11.0
3.1.16,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.9.5,7.0,2018.0,4.0,11.0
16.6,7.0,2018.0,6.0,11.0
3.2.18.07.30,8.0,2018.0,4.0,11.0
1.9.9.9.3,7.0,2018.0,4.0,11.0
1.28.0.5402,7.0,2018.0,4.0,11.0
4.63,7.0,2018.0,5.0,11.0
2.10.3,6.0,2017.0,2.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.6.2,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.04 - Beta,7.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.28,8.0,2018.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
6.8.2,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.2.0,7.0,2018.0,4.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
1.1.16,8.0,2017.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.1.39,7.0,2018.0,4.0,11.0
2.29.01,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
4.5.2.1,8.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
3.0.22,8.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
6.0.6,8.0,2018.0,5.0,11.0
4.2.1,5.0,2018.0,4.0,11.0
2.131,6.0,2018.0,4.0,11.0
4.10.0,5.0,2018.0,4.0,11.0
6.0.2,7.0,2018.0,4.0,11.0
2.53.2,8.0,2018.0,5.0,11.0
6.28.0,7.0,2018.0,4.0,11.0
5.1,7.0,2018.0,4.0,11.0
4.10.0,5.0,2018.0,4.0,11.0
4.10.0,5.0,2018.0,4.0,11.0
2.34.29,7.0,2018.0,4.0,11.0
5.2.203,6.0,2018.0,4.0,11.0
8.44.2,7.0,2018.0,5.0,11.0
2.70.206190089,7.0,2018.0,11.0,11.0
5.9.1.0,5.0,2018.0,5.0,11.0
7.8.8,7.0,2018.0,4.0,11.0
5.9.1.0,6.0,2018.0,5.0,11.0
9.7.0,7.0,2018.0,4.0,11.0
6.8.0.109,7.0,2018.0,5.0,11.0
5.38.1,8.0,2018.0,5.0,11.0
6.7.0,8.0,2018.0,5.0,11.0
9.9.0,7.0,2018.0,4.0,11.0
5.16.2,7.0,2018.0,4.0,11.0
3.52,7.0,2018.0,5.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
6.29.37589,8.0,2018.0,5.0,11.0
5.15.0,7.0,2018.0,4.0,11.0
3.0.1,1.0,2018.0,2.0,11.0
18.6.0.10,8.0,2018.0,5.0,11.0
2.2.7,8.0,2018.0,4.0,11.0
1.1,6.0,2018.0,4.0,11.0
2.12,5.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
3.2.0d,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.1.5,7.0,2018.0,4.0,11.0
4.0.30,8.0,2018.0,4.0,11.0
1.9.117,8.0,2018.0,4.0,11.0
1.0.2,7.0,2018.0,4.0,11.0
5.0.0,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,4.0,11.0
5.2.2,7.0,2018.0,4.0,11.0
1.6,2.0,2018.0,4.0,11.0
7.12,8.0,2018.0,5.0,11.0
4.3.3,7.0,2018.0,5.0,11.0
6.0.1,8.0,2018.0,5.0,11.0
2.14.36,10.0,2016.0,4.0,11.0
4.11.1,8.0,2018.0,4.0,11.0
1.0,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.3.21,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
5.3.8,5.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.5.5,7.0,2018.0,4.0,11.0
3.3.6,7.0,2018.0,4.0,11.0
7.9.0.0,7.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
2.1.0,7.0,2018.0,4.0,11.0
2.0.0,3.0,2018.0,4.0,11.0
5.8.5,6.0,2018.0,4.0,11.0
3.2.7,7.0,2018.0,4.0,11.0
4.26,7.0,2018.0,4.0,11.0
1.2.2,6.0,2018.0,4.0,11.0
2.0,1.0,2018.0,4.0,11.0
3.6.6,6.0,2018.0,4.0,11.0
5.7.0,4.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
3.2.0,10.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
4.0.0.427,4.0,2018.0,5.0,11.0
